,filename,LCD,PLD,LFPD,cm3_g,ASA_m2_cm3,ASA_m2_g,NASA_m2_cm3,NASA_m2_g,AV_VF,AV_cm3_g,NAV_cm3_g,All_Metals,Has_OMS,Open_Metal_Sites,Extension,FSR_overlap,from_CSD,public,DISORDER,CSD_overlap_inCoRE,CSD_of_WoS_inCoRE,CSD_overlap_inCCDC,date_CSD,DOI_public,Note,Matched_CSD_of_CoRE,Possible_List_CSD_of_CoRE,,,,,,,,,,,,,,
586,BADYAJ_clean,8.60576,7.13629,8.60576,0.984728,1990.18,2021.04,0,0,0.6528,0.662924,0,Tb,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
587,BADZAK_clean,7.13491,5.24025,6.87994,0.961266,2138.82,2225,0,0,0.6418,0.667661,0,Zn,Yes,Zn,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
589,BAFCAP_clean,5.02045,3.27172,4.77527,1.09251,0,0,729.312,667.559,0.5198,0.475787,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
590,BAFHAU_clean,9.02635,7.37185,9.02635,0.858551,2348.05,2734.89,0,0,0.738,0.859588,0,Cu,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
591,BAFKUR_clean,4.20949,2.7626,3.99865,1.34841,0,0,180.788,134.075,0.4148,0.307621,0,Co,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
592,BAFVAH_clean,6.80429,2.50879,6.78672,1.7775,0,0,718.048,403.966,0.4306,0.242251,0,Cu,No, ,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,
597,BAHGUN_clean,4.27624,3.25563,4.26728,1.49375,0,0,335.921,224.883,0.429,0.287196,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
593,BAHGUN01_clean,4.22559,3.22631,4.03111,1.51116,0,0,307.106,203.226,0.4102,0.271448,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
594,BAHGUN02_clean,4.20642,3.207,4.1966,1.52235,0,0,303.905,199.629,0.3948,0.259336,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
595,BAHGUN03_clean,4.25449,3.25933,4.23074,1.50254,0,0,321.562,214.012,0.4192,0.278993,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
596,BAHGUN04_clean,4.27373,3.28764,4.25925,1.48559,0,0,336.973,226.827,0.424,0.285408,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
599,BAKFAV_clean,5.07804,3.13825,4.96712,1.79842,0,0,881.921,490.386,0.5434,0.302154,0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
602,BAKJEE_clean,6.44764,5.41267,6.44764,0.918977,2207.44,2402.06,0,0,0.6406,0.69708,0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
603,BAKJII_clean,6.19215,5.21845,6.19129,0.959339,2059.17,2146.44,0,0,0.6236,0.650031,0,Co,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
604,BAKJOO_clean,7.70901,5.72948,7.70901,1.0049,1743.18,1734.69,0,0,0.6112,0.608223,0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
605,BAKLIK_clean,6.44441,2.89089,6.44441,1.20504,0,0,306.479,254.331,0.4394,0.364634,0,Mn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
606,BAKYIY_clean,7.70743,7.14284,7.70743,1.03845,1603.46,1544.09,0,0,0.586,0.564303,0,Mg,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
607,BAKYOE_clean,7.11646,6.19226,7.11412,1.03097,1502.21,1457.08,0,0,0.5848,0.56723,0,Mg,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
610,BALPAH_clean,5.85023,3.45925,5.40262,1.81974,608.898,334.607,332.251,182.582,0.504,0.276963,0,"Ag,Pd,La",Yes,"La,Pd,Ag",clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
613,BAMKIM_clean,6.79615,5.75134,6.79615,1.10764,1482.92,1338.8,0,0,0.5666,0.511536,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
614,BAMKOS_clean,6.76349,5.81846,6.76349,1.11335,1511.81,1357.89,0,0,0.5736,0.515203,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
615,BAMMOU_clean,11.01739,9.30306,11.01739,1.02953,1415.07,1374.48,10.5183,10.2166,0.6562,0.63738,0,Cu,Yes,Cu,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
616,BAMMUA_clean,10.15665,8.69102,10.15665,1.04044,1439.18,1383.24,0,0,0.655,0.629541,0,Cu,Yes,Cu,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
617,BAMNAH_clean,9.37681,8.81485,9.37681,1.01975,1176.47,1153.68,0,0,0.6152,0.603283,0,Cu,Yes,Cu,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
618,BAMNEL_clean,9.36802,8.84726,9.36456,1.01784,1160.69,1140.35,0,0,0.627,0.616013,0,Cu,Yes,Cu,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
619,BANMAG_clean,8.68497,7.44113,8.68497,1.37401,1122.97,817.297,0,0,0.5786,0.421103,0,"Nd,Co",Yes,Co,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
620,BAPDAA_clean,12.36039,11.54677,12.35976,1.38142,1564.69,1132.67,0,0,0.6892,0.498906,0,Cd,Yes,Cd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
621,BAPVEW_clean,4.17686,3.16543,4.09229,1.44427,0,0,315.201,218.243,0.3844,0.266156,0,Mn,Yes,Mn,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,
624,BAQWOI_clean,8.53121,2.80966,8.07183,1.7295,0,0,1091.04,630.841,0.5282,0.305405,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
625,BAQXAV_clean,11.42499,9.15662,11.26349,0.715932,1866.25,2606.74,0,0,0.7574,1.05792,0,Zn,Yes,Zn,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
627,BARZAW_clean,7.73837,2.55685,7.73837,1.4812,0,0,474.604,320.418,0.3868,0.26114,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
628,BARZIE_clean,7.74818,2.59314,7.74818,1.44336,0,0,484.289,335.528,0.3822,0.264798,0,Co,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
629,BARZOK_clean,7.65896,2.7399,7.6464,1.45609,0,0,478.144,328.376,0.3942,0.270726,0,Cu,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
631,BARZUR_clean,5.4946,5.30289,5.4946,0.925783,1729.65,1868.31,0,0,0.6062,0.654797,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
632,BASJUB_clean,5.47244,4.59142,5.38091,1.03022,1558.36,1512.66,0,0,0.5602,0.54377,0,Co,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
633,BASSOF_clean,4.00711,2.89971,3.93988,2.37315,0,0,134.573,56.7065,0.3144,0.132482,0,"Dy,Ag",Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
634,BASSUL_clean,4.06394,2.65439,4.06394,2.38455,0,0,124.01,52.0055,0.313,0.131262,0,"Ag,Er",Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
635,BASTAS_clean,4.07475,2.66663,3.75664,2.3203,0,0,126.008,54.3067,0.3218,0.138689,0,"Gd,Ag",Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
636,BASTEW_clean,4.09539,2.76249,4.09539,2.27886,0,0,133.259,58.4764,0.3336,0.146389,0,"Ag,Sm",Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
637,BASTIA_clean,4.02341,2.90131,3.96149,2.33951,0,0,138.393,59.1545,0.3156,0.1349,0,"Tb,Ag",Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
638,BASTUM_clean,4.06234,2.73986,4.06234,2.35952,0,0,141.316,59.8916,0.3278,0.138926,0,"Ho,Ag",Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
639,BAWROI_clean,13.54985,9.13066,13.54893,0.629882,1979.75,3143.05,0,0,0.7794,1.23737,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
640,BAWRUO_clean,7.29901,5.68693,7.29887,2.71918,1447.8,532.44,20.7388,7.62687,0.5782,0.212638,0,U,Yes,U,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
641,BAXFIR01_clean,4.08461,3.48945,4.06863,1.30493,544.936,417.597,0,0,0.4766,0.36523,0,Fe,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
642,BAXFIR02_clean,4.03285,3.42273,4.0125,1.31623,519.268,394.513,0,0,0.474,0.360121,0,Fe,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
644,BAXFUD_clean,4.14435,3.36776,4.138,1.24657,540.704,433.752,0,0,0.5082,0.407677,0,Fe,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
645,BAXGAK_clean,4.01414,3.50024,4.01414,1.30644,545.181,417.302,0,0,0.4712,0.360674,0,Fe,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
647,BAXREY_clean,6.69748,3.29424,6.69423,1.52944,0,0,667,436.106,0.4682,0.306124,0,"W,Cu",No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
648,BAXSIE_clean,5.31376,5.06628,5.30265,1.49933,912.911,608.879,0,0,0.437,0.291463,0,Mg,Yes,Mg,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
649,BAYCOU_clean,4.18312,3.08908,4.18312,2.36439,0,0,92.9336,39.3055,0.3682,0.155727,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
652,BAZDAJ_clean,3.95091,2.91907,3.91167,1.64501,0,0,134.822,81.9581,0.3838,0.233311,0,"Cr,Mn,Fe",No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
654,BAZFUF_clean,20.24597,8.58384,20.24597,0.340053,1825.41,5368.02,0,0,0.8648,2.54313,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
653,BAZFUF01_clean,20.14565,8.54605,20.14565,0.342062,1831.33,5353.8,0,0,0.863,2.52293,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
655,BAZGAM_clean,42.79818,24.24061,42.79818,0.126526,810.47,6405.57,0,0,0.9392,7.42299,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
656,BAZGEQ_clean,27.24034,13.9632,26.75245,0.334895,1602.49,4785.05,0,0,0.8624,2.57514,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
657,BAZJET_clean,13.37019,12.10117,13.37019,0.621294,2143.77,3450.5,0,0,0.742,1.19428,0,Mn,Yes,Mn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
658,BAZJIX_clean,8.75902,7.46421,8.75317,0.770453,2094.53,2718.57,0,0,0.676,0.877405,0,Mn,Yes,Mn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
659,BEDHOJ_clean,4.76621,4.42261,4.76075,1.31454,878.201,668.069,0,0,0.4762,0.362257,0,Ni,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
660,BEDYEQ_clean,33.05863,31.49051,33.05863,0.462445,1416.09,3062.18,0,0,0.8292,1.79308,0.000432484,"Zr,Fe",Yes,"Zr,Fe",clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
662,BEFKUU_clean,6.95325,3.27391,6.95325,1.45391,0,0,1327.91,913.341,0.55,0.378291,0,Al,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
663,BEFLAB01_clean,5.80097,3.15558,5.80097,1.5641,0,0,788.891,504.373,0.5044,0.322486,0,Al,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
664,BEFLEF_clean,4.34381,2.9685,4.34381,1.5922,0,0,763.83,479.734,0.4908,0.308253,0,Al,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
665,BEFLIJ_clean,4.69454,3.18706,4.69454,1.535,0,0,1080.92,704.182,0.5108,0.332768,0,Al,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
666,BEFLUV_clean,5.75316,3.83896,5.75316,1.56773,551.699,351.91,132.515,84.5269,0.4868,0.310514,0,Al,Yes,Al,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
667,BEFMAC_clean,5.39704,3.47321,5.39704,1.51705,1003.1,661.215,0,0,0.5144,0.339079,0,Al,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
668,BEFMOQ_clean,4.45554,2.56814,4.45554,1.79564,0,0,746.097,415.506,0.5014,0.279232,0,"Al,Co",No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
669,BEFMUW_clean,4.18999,2.4622,4.18778,1.85664,0,0,625.207,336.742,0.4882,0.262949,0,"Al,Co",No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
670,BEFNAD_clean,4.17854,2.49435,4.16194,2.04731,0,0,596.844,291.526,0.4862,0.237482,0,"Ga,Co",No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
671,BEFNEH_clean,4.75378,3.33502,4.27579,2.16567,329.084,151.955,369.487,170.611,0.4974,0.229675,0,"Ga,Co",Yes,"Ga,Co",clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
672,BEFNIL_clean,4.39176,3.18799,4.39057,1.60065,0,0,456.339,285.096,0.4722,0.295005,0,Al,Yes,Al,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
673,BEFNOR_clean,4.97485,3.02564,4.97485,1.70485,0,0,731.783,429.236,0.4816,0.282488,0,Al,Yes,Al,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
674,BEFNUX_clean,4.93001,3.0654,4.93001,2.16261,0,0,689.829,318.979,0.4734,0.218902,0,"Ga,Co",Yes,"Ga,Co",clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
675,BEFPAF_clean,7.12511,3.39187,7.11266,1.53211,1358.1,886.426,0,0,0.546,0.356372,0,"Al,Co",No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
676,BEGBOG_clean,4.23611,2.57051,4.10647,0.976018,0,0,298.642,305.98,0.5066,0.519048,0,Na,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
677,BEGDEY_clean,12.85123,4.25072,12.8502,1.1719,1647.66,1405.97,0,0,0.6212,0.530078,0.000170662,"Cu,Zn",Yes,"Cu,Zn",clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
678,BEJZAS_clean,4.75514,3.65279,4.718,1.35569,1756.76,1295.84,0,0,0.628,0.463233,0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
681,BEKYOG_clean,5.47883,4.56338,5.47883,2.08888,949.704,454.647,0,0,0.4514,0.216096,0,"Ag,Cr",Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
685,BELJIL_clean,7.21036,5.21436,7.21036,1.28754,867.89,674.07,0,0,0.459,0.356494,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
686,BELTOD_clean,5.92256,4.27878,5.89247,1.03427,1509.77,1459.74,0.0802539,0.0775946,0.5748,0.555753,0,Mn,Yes,Mn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
687,BELTUJ_clean,5.64744,4.1969,5.5822,1.08566,1393.43,1283.49,0,0,0.5582,0.51416,0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
691,BENXOJ_clean,4.11404,3.48041,4.11404,1.44846,625.46,431.811,4.00973,2.76828,0.4884,0.337187,0,Zn,Yes,Zn,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
692,BENXUP_clean,4.10218,3.42336,4.09595,1.4733,653.043,443.252,0,0,0.4814,0.32675,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
693,BENZOL_clean,5.62502,3.68781,5.62502,1.15041,1146.89,996.943,0,0,0.4858,0.422284,0,Sr,Yes,Sr,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
694,BENZUR_clean,5.75474,3.70828,5.75474,1.24694,1151.54,923.496,0,0,0.5016,0.402265,0,Ba,Yes,Ba,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
695,BEPBAB_clean,5.3188,3.97632,5.3188,1.04154,1135.05,1089.78,0,0,0.473,0.454133,0,Ca,Yes,Ca,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
696,BEPLUF_clean,10.54661,10.45745,10.54661,0.882268,1351.9,1532.3,0,0,0.655,0.742405,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
697,BEPMAM_clean,10.35764,10.23297,10.35764,0.893987,1370.16,1532.64,0,0,0.63,0.704708,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
698,BEPMEQ_clean,10.23749,10.11334,10.23749,1.01266,1131.28,1117.13,0,0,0.6084,0.600792,0,Zn,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
699,BEPMIU_clean,10.07029,9.95473,10.07029,1.02149,1143.41,1119.35,0,0,0.6036,0.590899,0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
700,BEPNER_clean,3.72227,2.61847,3.71687,1.16642,0,0,113.545,97.3442,0.4598,0.394197,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
701,BEPNIV_clean,10.32219,10.19883,10.32219,0.893387,1335.35,1494.71,0,0,0.6494,0.726897,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
702,BEPNOB_clean,10.36311,10.23127,10.36311,0.890303,1334.01,1498.37,0,0,0.6478,0.727618,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
703,BEPNUH_clean,10.32563,10.2098,10.32563,1.16569,1103.61,946.742,0,0,0.6056,0.519521,0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
704,BEPPAP_clean,9.9082,9.78954,9.90791,1.03173,1157.48,1121.89,0,0,0.5902,0.57205,0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
705,BEPPIX_clean,9.77409,9.63706,9.77409,0.990438,1290.67,1303.13,0,0,0.592,0.597716,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
706,BEPPOD_clean,10.03622,9.89092,10.03622,0.960732,1283.35,1335.81,0,0,0.613,0.638055,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
710,BEPREV_clean,6.75364,5.16047,6.74991,0.798706,2521.08,3156.46,0,0,0.6402,0.801547,0,Ni,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
707,BEPREV01_clean,6.64209,5.02845,6.632,0.808218,2539.09,3141.59,0,0,0.6368,0.787906,0,Ni,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
708,BEPREV02_clean,7.19383,5.44633,7.19383,0.766283,2502.2,3265.37,0,0,0.6548,0.854514,0,Ni,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
709,BEPREV03_clean,6.75186,5.16957,6.7451,0.798706,2519.19,3154.09,0,0,0.64,0.801296,0,Ni,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
711,BEPRIZ_clean,10.21454,6.03558,10.21454,0.764371,2087.31,2730.76,0,0,0.673,0.880463,0,Co,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
712,BEPROF_clean,8.00306,5.96794,8.00133,0.730038,2383.55,3264.96,0,0,0.687,0.941046,0,Ni,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
713,BEPVAV_clean,4.46396,3.25406,4.36439,1.36696,0,0,548.755,401.44,0.503,0.367969,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
714,BEPVEZ_clean,5.76875,4.44638,5.76422,1.26954,947.431,746.277,0,0,0.5084,0.400459,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
715,BEPVID_clean,5.29029,4.21546,5.29029,1.30564,829.286,635.159,0,0,0.5122,0.392299,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
717,BEPVOJ_clean,4.87498,3.77095,4.87498,1.35072,712.934,527.818,0,0,0.5034,0.37269,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
716,BEPVOJ01_clean,5.12362,3.97858,5.12362,1.3287,794.481,597.937,0,0,0.5126,0.38579,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
719,BEPYIG_clean,7.58549,7.19298,7.58549,1.44287,833.919,577.959,0,0,0.4508,0.312433,0,Cu,Yes,Cu,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
720,BEQFEK_clean,10.54574,10.45121,10.54574,1.07568,744.736,692.34,42.6704,39.6684,0.5316,0.4942,0,Co,Yes,Co,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
721,BERFIP_clean,4.07847,2.71437,4.07847,1.95363,0,0,172.127,88.1061,0.3926,0.200959,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
723,BERGAI_clean,5.28761,2.67572,5.28761,1.49712,0,0,557.137,372.14,0.4878,0.325826,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
722,BERGAI01_clean,5.26349,2.6344,5.24079,1.50824,0,0,554.929,367.932,0.4828,0.320109,0,Zn,Yes,Zn,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
724,BERQAS_clean,5.34215,3.38151,5.33165,1.29866,724.214,557.663,0.317196,0.244249,0.56,0.431214,0,Cd,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
725,BERQEW_clean,5.33845,4.09504,4.58183,1.50799,1276.1,846.229,0,0,0.6042,0.400667,0,Cd,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
726,BERQIA_clean,6.73458,3.84255,6.69761,1.14732,1673.47,1458.59,0,0,0.5966,0.519995,0,Cd,Yes,Cd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
728,BETDEL_clean,6.19335,4.27368,6.19335,1.1646,2251.25,1933.07,0,0,0.6174,0.530141,0,Dy,Yes,Dy,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
729,BETDIP_clean,6.11094,3.88458,6.10684,1.1806,2108.93,1786.32,0,0,0.6132,0.519398,0,Tb,Yes,Tb,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
730,BETDOV_clean,6.15975,4.21588,6.15598,1.35335,1572.21,1161.72,0,0,0.5314,0.392656,0,Gd,Yes,Gd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
731,BETDUB_clean,6.03659,3.7841,6.03659,1.16905,1945.06,1663.8,0,0,0.6102,0.521964,0,Eu,Yes,Eu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
733,BETFEN_clean,6.20622,4.32109,6.20622,1.07862,2315.47,2146.71,0,0,0.6288,0.582969,0,Pr,Yes,Pr,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
734,BETFIR_clean,4.51714,3.24158,3.88245,1.34051,0,0,704.866,525.82,0.5298,0.395223,0,Ce,Yes,Ce,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
735,BETFOX_clean,5.13144,3.67825,5.11456,1.3623,1196.21,878.085,0,0,0.5018,0.368349,0,Ce,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
736,BETFUD_clean,6.14614,4.2626,6.11668,1.06295,2329.37,2191.42,0,0,0.6258,0.58874,0,Ce,Yes,Ce,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
737,BETGAK_clean,6.1095,4.21478,5.89063,1.06153,2331.97,2196.8,0,0,0.6284,0.591977,0,La,Yes,La,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
738,BETGEO_clean,15.21578,5.06222,15.21578,1.31768,1287.77,977.304,381.116,289.233,0.6412,0.486614,0,Ni,Yes,Ni,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
739,BETGIS_clean,14.00278,4.06192,14.00278,1.35807,1041.82,767.136,450.295,331.571,0.6224,0.458298,0,Ni,Yes,Ni,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
740,BETGOY_clean,15.16495,5.42937,15.16495,1.28137,1222.88,954.353,401.433,313.284,0.472,0.368356,0.11956,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
741,BETGUE_clean,15.53135,9.65919,15.53135,0.735216,1298.07,1765.57,466.651,634.712,0.7352,0.999978,0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
742,BETHEP_clean,15.93969,5.38602,15.93969,1.55026,1210.88,781.08,479.733,309.453,0.6876,0.443538,0,Cd,Yes,Cd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
743,BETHIT_clean,16.17666,10.50859,16.17666,0.819587,1287.14,1570.48,480.797,586.633,0.7656,0.934129,0,Cd,Yes,Cd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
744,BETZOR_clean,7.75357,4.72091,7.64098,1.06732,1559.59,1461.22,0,0,0.5544,0.519432,0,Mn,Yes,Mn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
