,filename,LCD,PLD,LFPD,cm3_g,ASA_m2_cm3,ASA_m2_g,NASA_m2_cm3,NASA_m2_g,AV_VF,AV_cm3_g,NAV_cm3_g,All_Metals,Has_OMS,Open_Metal_Sites,Extension,FSR_overlap,from_CSD,public,DISORDER,CSD_overlap_inCoRE,CSD_of_WoS_inCoRE,CSD_overlap_inCCDC,date_CSD,DOI_public,Note,Matched_CSD_of_CoRE,Possible_List_CSD_of_CoRE,,,,,,,,,,,,,,
6580,MABJUV_clean,4.72309,3.67608,4.72309,1.52978,599.848,392.114,0,0,0.4106,0.268405,0,Cu,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6579,MABJUV01_clean,4.71712,3.63905,4.71712,1.54053,563.034,365.48,0,0,0.4068,0.264064,0,Cu,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6581,MABKEG_clean,4.96705,4.29241,4.96705,1.47907,598.033,404.332,0,0,0.4092,0.276661,0,Cu,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6583,MABKIK_clean,4.95272,4.26488,4.95272,1.45304,582.257,400.715,0,0,0.4264,0.293453,0,Cu,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6582,MABKIK01_clean,5.51433,5.20447,5.51433,1.39065,845.278,607.831,0,0,0.4446,0.319707,0,Cu,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6584,MABLAD_clean,5.34449,3.90767,5.34449,1.19766,953.889,796.46,0,0,0.4728,0.394769,0,Co,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6587,MACHIJ_clean,13.29616,4.97277,13.29616,0.983012,1612.04,1639.9,0,0,0.67,0.681578,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6588,MACKAE_clean,9.52684,4.31294,9.52684,2.70363,1850.45,684.433,0,0,0.6186,0.228804,0,U,Yes,U,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6589,MADVUJ_clean,5.32382,4.69426,5.32382,1.65668,675.478,407.729,0,0,0.418,0.252311,0,Cu,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6590,MADWAQ_clean,5.18677,4.51055,5.17631,1.52314,635.031,416.921,0,0,0.412,0.270493,0,Cu,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6592,MAFFUW_clean,12.43799,9.17375,12.24576,0.861708,2209.58,2564.19,0,0,0.7434,0.862706,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6593,MAFJIO_clean,10.24604,5.19927,9.76441,0.774705,2445.7,3156.94,0,0,0.7196,0.92887,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6594,MAFLOX_clean,5.44824,4.24517,5.44044,1.10783,2028.76,1831.29,0,0,0.632,0.570485,0,Zn,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
6595,MAFLUD_clean,5.38373,3.98212,5.36788,1.15006,1774.93,1543.34,0,0,0.592,0.514756,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6597,MAFMAK_clean,5.94944,4.49786,5.93173,1.06091,2187.75,2062.14,0,0,0.645,0.607966,0,Zn,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
6596,MAFMAK01_clean,5.76423,4.1915,5.74643,1.09839,2062.25,1877.52,0,0,0.6384,0.581215,0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6598,MAFMIS_clean,5.58853,4.42912,5.53865,1.09003,2108.76,1934.59,0,0,0.632,0.5798,0,Zn,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
6600,MAFMOY_clean,3.3311,2.77933,3.27421,1.74673,0,0,0.150794,0.0863296,0.4028,0.230603,0,Zn,Yes,Zn,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
6599,MAFMOY01_clean,3.32482,2.77684,3.26557,1.75362,0,0,0,0,0.399,0.227529,0,Zn,Yes,Zn,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
6601,MAFWEY_clean,14.93268,7.2922,14.93268,1.10806,2084.44,1881.17,0,0,0.74,0.667835,0.000180496,Zr,No, ,clean,Y,Y,N,DISORDER,N,,,,,,,,,,,,,,,,,,,,,
6605,MAGBIH_clean,4.67373,2.97458,4.57159,1.52865,0,0,625.057,408.894,0.5104,0.333889,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6606,MAGBON_clean,6.77313,5.2032,6.75742,1.14435,2195.85,1918.86,0,0,0.6464,0.564863,0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6607,MAGBUT01_clean,6.04955,2.40297,6.04955,0.778645,0,0,1053.37,1352.82,0.6282,0.806786,0,Fe,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6608,MAGCUU_clean,5.53566,2.64045,5.53455,0.933009,0,0,800.732,858.226,0.5044,0.540617,0,Fe,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6609,MAGDAB_clean,5.47778,2.50093,5.47778,0.943046,0,0,774.929,821.73,0.524,0.555646,0,Fe,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6616,MAGNEQ_clean,5.32617,4.14354,5.3111,1.10004,2360.03,2145.41,0,0,0.6692,0.608342,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6612,MAGNEQ01_clean,5.36278,4.15643,5.36278,1.09674,2370.15,2161.08,0,0,0.672,0.612723,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
15149,magnetochemistry3010001_PF290NdNO3_clean,4.34003,2.40222,4.34003,1.82734,0,0,312.851,171.206,0.435,0.23805,0,Nd,Yes,Nd,clean,Y,N,Y,,N,,Y,08/11/2016,10.3390/magnetochemistry3010001,"1 SI, 1 Structure",BIVTAE,,,,,,,,,,,,,,,
15150,magnetochemistry3010001_PF362NdCl_clean,4.20828,3.26143,4.18379,1.82277,0,0,338.278,185.584,0.445,0.244133,0,Nd,Yes,Nd,clean,Y,N,Y,,N,,N,,,,,,,,,,,,,,,,,,,
6652,MAGVOG_clean,3.64024,2.80137,3.64024,1.78872,0,0,95.6406,53.4687,0.5274,0.294848,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6617,MAGVOG01_clean,3.75071,3.05593,3.74757,1.79514,0,0,194.02,108.081,0.526,0.293013,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6618,MAGVOG02_clean,3.76101,3.0537,3.76101,1.78918,0,0,198.6,111.001,0.533,0.297902,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6619,MAGVOG03_clean,3.66626,3.00986,3.66626,1.80948,0,0,139.44,77.0607,0.5256,0.29047,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6620,MAGVOG04_clean,3.59179,3.07435,3.59179,1.82288,0,0,94.3728,51.7713,0.522,0.28636,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6621,MAGVOG05_clean,3.52966,3.02857,3.52966,1.83271,0,0,56.6181,30.893,0.5176,0.282423,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6622,MAGVOG06_clean,3.3591,3.02269,3.3591,1.84482,0,0,1.56572,0.848709,0.5162,0.27981,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6623,MAGVOG07_clean,3.42382,3.00605,3.42382,1.90636,0,0,7.36165,3.86163,0.5032,0.263958,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6624,MAGVOG08_clean,3.57665,2.93929,3.57665,1.92425,0,0,24.007,12.476,0.5074,0.263688,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6625,MAGVOG09_clean,3.36299,2.86661,3.36299,1.95801,0,0,0.997068,0.509226,0.4944,0.252501,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6626,MAGVOG10_clean,3.24911,2.82176,3.24911,1.98165,0,0,0,0,0.4906,0.247572,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6627,MAGVOG11_clean,3.25643,2.83841,3.25643,2.02018,0,0,0,0,0.4858,0.240474,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6628,MAGVOG12_clean,3.24962,2.80058,3.24962,2.02971,0,0,0,0,0.4778,0.235404,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6629,MAGVOG13_clean,3.1603,2.64187,3.13218,2.0515,0,0,0,0,0.4744,0.231245,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6630,MAGVOG14_clean,3.23099,2.81571,3.19639,2.06375,0,0,0,0,0.476,0.230648,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6631,MAGVOG15_clean,3.34726,2.84004,3.25668,2.08276,0,0,0.530296,0.254613,0.474,0.227583,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6632,MAGVOG16_clean,3.75593,3.07694,3.75593,1.78283,0,0,198.818,111.518,0.535,0.300085,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6633,MAGVOG17_clean,3.77611,3.07376,3.77611,1.78243,0,0,216.02,121.194,0.5342,0.299702,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6634,MAGVOG18_clean,3.79122,3.07658,3.79122,1.78066,0,0,226.838,127.39,0.536,0.301013,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6635,MAGVOG19_clean,3.8036,3.08426,3.8036,1.77767,0,0,234.303,131.804,0.536,0.301518,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6636,MAGVOG20_clean,3.81924,3.0828,3.81924,1.77639,0,0,244.535,137.659,0.5362,0.301848,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6637,MAGVOG21_clean,3.83389,3.09337,3.83389,1.7741,0,0,254.608,143.514,0.5378,0.30314,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6638,MAGVOG22_clean,3.52251,2.99402,3.52251,1.81279,0,0,50.1561,27.6679,0.5238,0.288947,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6639,MAGVOG23_clean,3.54406,2.98963,3.54406,1.81212,0,0,70.7465,39.0406,0.5232,0.288722,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6640,MAGVOG24_clean,3.55679,3.00895,3.55679,1.80787,0,0,68.4325,37.8524,0.5242,0.289954,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6641,MAGVOG25_clean,3.56704,3.00238,3.56704,1.80765,0,0,74.5607,41.2473,0.5244,0.2901,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6642,MAGVOG26_clean,3.57311,3.00888,3.57311,1.80569,0,0,79.3838,43.9631,0.5252,0.290858,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6643,MAGVOG27_clean,3.59124,3.01562,3.59124,1.80241,0,0,93.3129,51.7713,0.5262,0.291943,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6644,MAGVOG28_clean,3.62042,3.02827,3.62042,1.80007,0,0,107.553,59.7491,0.5278,0.29321,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6645,MAGVOG29_clean,3.632,3.03778,3.632,1.79915,0,0,114.827,63.8229,0.5284,0.293695,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6646,MAGVOG30_clean,3.65061,3.03835,3.65061,1.79585,0,0,125.436,69.8477,0.5292,0.294679,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6647,MAGVOG31_clean,3.66117,3.04425,3.66117,1.79247,0,0,133.111,74.261,0.5302,0.295793,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6648,MAGVOG32_clean,3.68832,3.05964,3.68832,1.79194,0,0,152.08,84.8688,0.5312,0.296439,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6649,MAGVOG33_clean,3.71052,3.06345,3.71052,1.78767,0,0,164.762,92.1656,0.532,0.297593,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6650,MAGVOG34_clean,3.72938,3.07015,3.72938,1.78345,0,0,180.72,101.332,0.533,0.298858,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6651,MAGVOG35_clean,3.73829,3.07384,3.73829,1.78309,0,0,182.955,102.606,0.5344,0.299705,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6653,MAHCEG_clean,18.51843,7.97271,18.51843,0.531149,2149.05,4046.05,0,0,0.8144,1.53328,0,"Cu,Zn",Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6654,MAHCIK_clean,18.77734,7.81499,18.77734,0.539574,2171.35,4024.19,0,0,0.8044,1.49081,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6655,MAHCOQ_clean,18.83938,7.96401,18.83938,0.527426,2147.45,4071.57,0,0,0.8002,1.51718,0,"Zn,Co",Yes,"Zn,Co",clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6656,MAHDOR_clean,10.73826,7.62781,10.44039,1.29738,1447.95,1116.06,0,0,0.6378,0.491607,0.000462471,Cu,Yes,Cu,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
6657,MAHGAG_clean,5.82132,4.32368,5.8111,1.24497,1584.63,1272.82,0,0,0.5566,0.447078,0,Cd,Yes,Cd,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
6660,MAJHOW_clean,5.19955,3.2085,5.19438,1.20736,0,0,833.151,690.059,0.493,0.408328,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6661,MAJHUC_clean,5.75252,3.69157,5.65377,1.18631,467.138,393.774,0,0,0.4432,0.373595,0,Mn,Yes,Mn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6662,MAJJUF_clean,9.38886,6.3118,6.70875,0.66218,2520.92,3807,0,0,0.7062,1.06648,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6664,MAKFIQ_clean,8.56724,6.92833,8.56724,1.27671,1511.52,1183.92,0,0,0.5678,0.444738,0,Eu,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6665,MAKFOW_clean,8.33236,6.80185,8.33236,1.32055,1504.03,1138.94,0,0,0.578,0.437696,0,Gd,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6666,MAKGAJ_clean,8.49976,6.89727,8.49976,1.31953,1515.96,1148.87,0,0,0.5704,0.432276,0,Dy,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6670,MAKHAJ_clean,5.36353,4.34017,5.23294,1.65348,1412.13,854.037,0,0,0.5972,0.361179,0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6672,MAKRAU_clean,7.29081,6.46944,7.28567,1.08372,1133.62,1046.04,0,0,0.4976,0.459157,0,"Ni,K",Yes,"Ni,K",clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6673,MAKRIC_clean,4.96992,3.99417,4.90348,1.09301,509.103,465.783,515.606,471.733,0.491,0.44922,0,"Ni,K",Yes,"Ni,K",clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6675,MAKSUO_clean,3.81372,2.87742,3.81309,1.78039,0,0,63.8206,35.8464,0.3796,0.213212,0,Cd,Yes,Cd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6676,MAKXAZ_clean,5.08726,4.83873,5.06957,1.27292,905.072,711.021,0,0,0.4628,0.363574,0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6677,MALFUD_clean,7.43512,5.15007,7.43277,0.84804,2258.38,2663.06,0,0,0.6712,0.791472,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6678,MALROJ_clean,16.84369,16.76415,16.84369,0.692416,1360.98,1965.54,0,0,0.7588,1.09587,0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6679,MALRUM_clean,5.9367,4.07723,5.9367,0.815854,1158.61,1420.12,12.5333,15.3622,0.5888,0.721698,0,Li,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6680,MALRUP_clean,16.92414,16.84411,16.92414,0.675419,1334.6,1975.96,0,0,0.764,1.13115,0,Fe,Yes,Fe,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6681,MALSAW_clean,16.91027,16.82951,16.91027,0.672455,1349.27,2006.49,0,0,0.7654,1.13822,0,Fe,Yes,Fe,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6682,MALSEA_clean,16.90358,16.82254,16.90358,0.671459,1350.93,2011.93,0,0,0.767,1.14229,0,Fe,Yes,Fe,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6683,MALSIE_clean,16.8944,16.81333,16.8944,0.672143,1349.09,2007.15,0,0,0.767,1.14113,0,Fe,Yes,Fe,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6684,MALSOK_clean,16.92569,16.84467,16.92569,0.669653,1353.12,2020.63,0,0,0.7686,1.14776,0,Fe,Yes,Fe,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6685,MALWOM_clean,4.33227,3.16942,4.27766,1.77992,0,0,715.294,401.869,0.5544,0.311475,0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6686,MALWUU_clean,4.24807,2.98977,4.2372,1.95493,0,0,486.984,249.105,0.4672,0.238985,0,Cd,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6688,MALYOP_clean,5.97622,4.45382,5.97622,0.927254,1568.46,1691.51,0,0,0.5904,0.636719,0,"Cu,Ce",Yes,Cu,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
6690,MANDUD_clean,8.1447,5.93208,8.1447,0.901348,2323.1,2577.36,0,0,0.6668,0.739781,0,Gd,Yes,Gd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6694,MAPCIP_clean,9.53742,5.44759,9.32696,1.58248,1828.68,1155.58,0,0,0.6098,0.385344,0,Ga,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6695,MAPCUE_clean,5.3952,3.72256,5.3952,1.47049,1163.8,791.435,0,0,0.504,0.342742,0,Tb,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6696,MAPFER_clean,14.89833,5.59961,14.89833,0.684242,1639.42,2395.97,17.432,25.4764,0.6748,0.986201,0,Zn,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
6697,MAPFIS_clean,5.59771,4.30891,5.54289,1.06696,1494.67,1400.87,0,0,0.5474,0.513047,0,Ti,Yes,Ti,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6699,MAPHAP_clean,4.44624,2.68084,4.43788,1.52115,0,0,517.818,340.412,0.5052,0.332117,0,Yb,Yes,Yb,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6700,MAPLEX_clean,5.48812,3.7418,5.48733,1.43983,1166.77,810.351,0,0,0.499,0.346569,0,Eu,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6701,MAQBAK_clean,9.63659,4.73878,9.63659,0.905495,2007.78,2217.32,23.7577,26.2372,0.6456,0.71298,0,Zn,Yes,Zn,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
6702,MAQBEO_clean,9.00352,4.63709,9.00352,0.93614,1838.21,1963.61,22.2471,23.7647,0.63,0.672976,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6703,MAQBIS_clean,11.35798,8.5918,11.35555,0.674777,2143.5,3176.61,0,0,0.7262,1.07621,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6704,MAQJEW_clean,3.08024,2.67956,3.08024,2.0036,0,0,0,0,0.3686,0.183969,0,Ni,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6705,MAQLUO_clean,6.08099,3.80966,6.08099,1.1014,1887.06,1713.33,0,0,0.5954,0.540584,0,Zn,Yes,Zn,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
6706,MAQMAV_clean,8.91518,7.72647,8.91518,1.0088,1283.65,1272.45,0,0,0.5404,0.535687,0,Cd,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
6707,MAQMEZ_clean,6.07852,4.93483,6.07852,1.10025,1440.15,1308.92,0,0,0.5372,0.488252,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6708,MAQRAA_clean,6.97366,6.05295,6.96579,1.20561,1541.67,1278.75,0,0,0.5886,0.488218,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6710,MARBIT_clean,7.03566,4.25525,7.02461,1.12855,1797.98,1593.18,0,0,0.5932,0.525631,0,Gd,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
6712,MARJAQ_clean,10.63499,10.4191,10.6339,1.83144,1181.22,644.965,1.00954,0.551229,0.5826,0.31811,0,Ga,Yes,Ga,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6716,MARLOJ_clean,3.97511,3.2689,3.9629,1.56371,0,0,401.738,256.913,0.504,0.32231,0,La,Yes,La,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6717,MARLUP_clean,3.97179,3.26006,3.94773,1.58166,0,0,394.95,249.707,0.5022,0.317515,0,Ce,Yes,Ce,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6718,MARNOL_clean,5.81104,3.45148,5.7898,1.22228,1232.48,1008.35,0,0,0.5482,0.448508,0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6719,MARNUR_clean,3.87551,3.35146,3.87331,1.60434,204.709,127.597,0,0,0.4222,0.263162,0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6720,MARPOL_clean,5.59699,4.85089,5.59699,1.22385,769.975,629.142,0,0,0.4788,0.391224,0,"Ni,Fe",No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6721,MARXEK_clean,6.80849,6.42208,6.80849,1.6895,1568.88,928.61,0,0,0.5668,0.335485,0,Lu,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6722,MASMIC_clean,9.31006,7.53558,9.30278,0.580679,2625.75,4521.86,0,0,0.7606,1.30985,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6723,MASZOX_clean,6.20608,3.81259,6.16409,1.48643,1158.39,779.31,0,0,0.5192,0.349294,0,"Mo,Cu",Yes,"Mo,Cu",clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6724,MASZUD_clean,6.16395,3.77069,6.1156,1.46962,1165.3,792.926,0,0,0.5354,0.364312,0,"Mo,Cu",Yes,Mo,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6725,MATBAM_clean,7.54049,4.88112,7.54049,1.17286,1649.01,1405.98,0,0,0.5866,0.500147,0,"Mo,Cu",Yes,Mo,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6726,MATBEQ_clean,6.25491,3.91181,5.95608,1.39707,1185.59,848.625,0,0,0.547,0.391533,0,"Mo,Cu",Yes,"Mo,Cu",clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6727,MATFIY_clean,8.97967,4.54894,7.97865,1.40065,1635.25,1167.49,0,0,0.6194,0.442222,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6728,MATHEV_clean,3.84188,2.65767,3.81662,2.1752,0,0,377.192,173.406,0.3942,0.181225,0,Co,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6729,MATPOP_clean,9.20624,4.84305,9.20624,1.16023,1655.06,1426.49,0,0,0.6112,0.526791,0,"Tb,Zn",Yes,"Tb,Zn",clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6730,MATPUV_clean,8.96945,4.59437,8.96945,1.16708,1604.04,1374.41,0,0,0.584,0.500396,0,"Tb,Co",Yes,"Tb,Co",clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6731,MATTOR_clean,5.58364,3.90943,5.58364,1.24007,952.192,767.854,70.05,56.4887,0.5222,0.421105,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6732,MATTUX_clean,6.25712,5.16476,6.25712,1.06941,1603.09,1499.04,0,0,0.5648,0.528144,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
6733,MATVAF_clean,7.15643,5.90901,7.14557,0.87799,1993.55,2270.58,0,0,0.6458,0.735543,0,Zn,Yes,Zn,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
6734,MATVEJ_clean,8.53091,6.65914,8.53091,0.716016,2256.88,3151.99,0,0,0.7002,0.977911,0,Zn,No, ,clean,Y,Y,N,,N,,,,,,,,,,,,,,,,,,,,,
6735,MATVIN_clean,3.96403,2.68633,3.96403,1.62281,0,0,287.453,177.133,0.4138,0.25499,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,
